prescriptionID,productID,quantity,unit,description,createdAt
1182,1262,17,mg,Tachyglossus aculeatus,2021-01-01 00:51:18
1167,1352,5,pill,Rhea americana,2021-08-17 23:11:45
1052,1462,10,mg,Eubalaena australis,2021-03-23 08:33:01
1665,1323,3,pill,unavailable,2021-08-07 08:13:15
1363,1042,16,mg,Chordeiles minor,2021-04-12 16:42:30
1133,1256,19,bottle,Redunca redunca,2021-07-04 11:03:07
1133,1079,4,count,Ara ararauna,2020-11-27 23:21:04
1654,1084,15,mil,Phalaropus fulicarius,2021-05-22 09:09:05
1896,1196,19,mil,Acrobates pygmaeus,2020-12-28 05:03:32
1981,1178,18,mil,Pedetes capensis,2021-03-03 21:05:51
1712,1303,20,gram,Limnocorax flavirostra,2021-05-10 02:16:54
1738,1345,13,mil,Macropus agilis,2021-06-30 09:13:45
1314,1139,13,pill,Gymnorhina tibicen,2020-12-06 14:11:40
1926,1054,3,count,Cordylus giganteus,2021-03-13 01:31:25
1955,1441,16,package,Chlamydosaurus kingii,2021-04-06 23:30:39
1382,1476,15,gram,Marmota flaviventris,2021-04-03 03:18:30
1467,1162,15,gram,Nucifraga columbiana,2021-08-21 08:00:56
1413,1118,5,bottle,Pituophis melanaleucus,2021-08-21 04:11:57
1278,1373,2,pill,Tayassu tajacu,2021-05-22 09:36:56
1063,1047,5,mil,Helogale undulata,2021-04-24 22:24:07
1950,1447,15,mil,Larus fuliginosus,2020-11-25 17:19:28
1428,1311,5,mil,Chelodina longicollis,2021-11-02 22:45:00
1355,1467,8,package,Estrilda erythronotos,2021-04-18 11:53:50
1554,1135,3,pill,Tockus flavirostris,2020-12-27 08:38:07
1456,1196,14,package,Ictonyx striatus,2021-03-05 02:32:39
1191,1314,3,package,Coluber constrictor,2021-05-23 07:57:38
1189,1346,4,bottle,Diceros bicornis,2021-06-01 14:24:09
1580,1257,10,gram,Eubalaena australis,2020-12-30 18:54:10
1511,1483,14,count,Helogale undulata,2021-10-28 05:23:37
1093,1453,18,pill,Alopex lagopus,2021-02-04 21:31:40
1628,1301,14,mil,Tayassu pecari,2020-12-25 02:24:48
1089,1048,9,pill,Manouria emys,2020-12-20 19:31:29
1457,1016,6,mil,Charadrius tricollaris,2021-01-10 04:00:15
1532,1062,8,count,Felis silvestris lybica,2021-06-21 22:19:17
1155,1415,7,package,Dasypus novemcinctus,2021-08-04 01:08:46
1304,1444,2,gram,Sciurus niger,2021-06-13 11:44:08
1209,1272,3,bottle,Cygnus buccinator,2021-06-26 05:28:22
1272,1118,15,package,Alectura lathami,2021-10-20 12:07:00
1038,1246,12,gram,Gabianus pacificus,2021-08-18 15:55:32
1513,1227,9,mil,Equus burchelli,2021-07-10 16:45:27
1088,1012,7,gram,Bassariscus astutus,2021-04-16 00:28:54
1465,1105,18,mil,Spizaetus coronatus,2021-10-24 21:14:57
1336,1482,18,mil,Castor canadensis,2021-01-23 03:35:00
1449,1052,19,mg,Crotalus triseriatus,2021-06-22 16:54:36
1517,1062,18,bottle,Colobus guerza,2021-03-27 03:10:51
1225,1219,13,gram,Equus burchelli,2021-09-22 08:20:18
1151,1455,16,pill,Vanessa indica,2021-04-24 01:22:26
1667,1198,18,pill,Chlidonias leucopterus,2021-04-14 00:34:37
1055,1020,20,mg,Cyrtodactylus louisiadensis,2021-03-28 16:26:17
1353,1200,14,mil,Cacatua galerita,2020-12-24 11:19:59
1755,1225,16,mg,Chordeiles minor,2021-04-30 05:49:14
1536,1459,13,mg,Bucephala clangula,2021-07-30 13:05:36
1527,1098,4,gram,Thylogale stigmatica,2020-11-15 05:06:02
1036,1046,14,package,Crax sp.,2021-02-28 02:17:56
1429,1392,18,mil,Castor fiber,2020-12-13 17:14:39
1803,1226,7,count,Microcebus murinus,2021-04-26 01:15:22
1589,1402,12,pill,Anas bahamensis,2021-03-10 17:58:03
1197,1047,5,bottle,Grus rubicundus,2021-06-06 18:55:02
1022,1195,6,count,Felis wiedi or Leopardus weidi,2021-08-26 21:41:39
1738,1100,10,count,Erethizon dorsatum,2021-03-29 14:30:06
1832,1384,20,mil,Suricata suricatta,2021-02-11 05:16:32
1796,1090,8,package,Centrocercus urophasianus,2020-11-08 07:02:27
1046,1228,8,count,Merops nubicus,2021-01-30 18:00:13
1499,1088,20,pill,Hippotragus niger,2021-03-08 11:53:58
1042,1465,1,gram,Coluber constrictor,2021-04-23 14:11:17
1242,1333,2,pill,Canis lupus baileyi,2020-12-13 13:05:38
1855,1477,6,count,Uraeginthus granatina,2021-11-04 02:27:12
1014,1469,4,package,Chordeiles minor,2021-02-02 00:41:42
1953,1345,14,package,Zalophus californicus,2021-04-28 05:01:42
1002,1005,6,mg,Neotoma sp.,2020-12-16 02:30:49
1217,1431,5,package,Hippotragus niger,2020-12-12 11:05:32
1245,1465,17,count,Larus dominicanus,2020-11-09 09:38:27
1672,1442,15,gram,Spermophilus lateralis,2021-03-03 14:25:46
1221,1160,2,count,Cyrtodactylus louisiadensis,2021-05-01 09:23:10
1413,1059,14,package,Geochelone elephantopus,2021-05-18 11:22:56
1322,1229,12,mil,Ciconia ciconia,2021-02-12 02:04:34
1428,1274,7,mil,Paroaria gularis,2021-02-01 12:55:20
1298,1109,19,mg,Alouatta seniculus,2021-04-13 06:19:02
1795,1465,5,bottle,Diomedea irrorata,2021-01-12 16:13:38
1002,1342,15,package,Corvus albicollis,2021-09-04 09:41:07
1200,1196,9,count,Mazama gouazoubira,2021-09-04 08:28:30
1658,1120,2,mil,Macropus fuliginosus,2021-03-13 18:36:58
1805,1421,13,count,Eubalaena australis,2021-09-13 14:12:43
1875,1288,5,mg,Macropus parryi,2021-05-03 17:14:25
1009,1473,1,mil,Cebus albifrons,2021-10-04 20:42:17
1549,1192,8,mg,Panthera pardus,2021-07-24 16:31:23
1746,1138,4,package,Limnocorax flavirostra,2021-01-17 06:45:25
1340,1271,17,gram,Nucifraga columbiana,2021-05-17 12:53:23
1269,1337,2,pill,Bradypus tridactylus,2021-09-13 22:40:29
1201,1278,7,package,Ratufa indica,2021-10-20 03:41:32
1453,1297,3,pill,Chelodina longicollis,2021-08-23 21:37:34
1475,1453,10,package,Anhinga rufa,2020-12-31 09:23:13
1579,1484,3,pill,Merops nubicus,2021-02-07 07:30:06
1160,1029,7,gram,Vulpes cinereoargenteus,2021-03-30 10:39:04
1379,1222,18,pill,Chelodina longicollis,2021-02-11 02:39:59
1203,1202,2,bottle,Anas platyrhynchos,2021-08-30 05:24:25
1780,1264,16,count,Leprocaulinus vipera,2021-05-22 06:54:18
1023,1170,7,mil,Theropithecus gelada,2021-04-12 15:13:20
1087,1406,13,count,Melursus ursinus,2021-03-18 01:08:36
1641,1468,17,count,Macaca nemestrina,2021-06-17 17:18:16
1543,1201,17,pill,Bubalus arnee,2021-08-24 05:23:20
1041,1233,11,mil,Pytilia melba,2020-12-31 12:09:33
1879,1221,4,gram,Paraxerus cepapi,2021-03-02 10:59:29
1086,1450,7,gram,Sarcorhamphus papa,2021-01-28 15:18:07
1557,1100,20,pill,Dasypus septemcincus,2021-02-28 03:12:15
1409,1308,7,package,Morelia spilotes variegata,2021-05-27 22:10:30
1824,1164,8,package,Caiman crocodilus,2020-11-27 16:45:52
1594,1097,1,package,Varanus sp.,2021-10-12 04:58:15
1288,1222,12,pill,Bison bison,2021-08-22 08:13:49
1612,1283,5,bottle,Phalacrocorax carbo,2021-02-05 18:26:44
1662,1420,14,mg,Acrantophis madagascariensis,2020-12-07 11:44:54
1668,1006,19,package,Agkistrodon piscivorus,2020-12-17 21:12:01
1682,1028,4,count,Cebus nigrivittatus,2021-01-02 16:00:39
1074,1483,11,package,Dasyurus maculatus,2021-10-01 04:11:21
1897,1270,10,pill,Galago crassicaudataus,2021-10-03 09:54:15
1930,1407,6,count,Herpestes javanicus,2021-07-10 17:35:31
1813,1307,19,count,Snycerus caffer,2021-10-08 17:23:17
1483,1222,19,gram,Ephippiorhynchus mycteria,2021-02-13 17:16:02
1430,1402,11,count,Rana sp.,2021-03-18 02:42:17
1387,1065,1,package,Axis axis,2021-05-16 11:45:40
1665,1116,1,gram,Dicrurus adsimilis,2021-06-22 04:18:59
1041,1424,18,mg,Naja nivea,2021-10-25 12:18:12
1941,1148,19,pill,Diomedea irrorata,2021-10-18 14:14:05
1216,1374,3,gram,Eumetopias jubatus,2021-03-18 23:26:16
1850,1078,12,package,Drymarchon corias couperi,2021-07-14 02:44:51
1666,1215,4,bottle,Amphibolurus barbatus,2021-04-08 09:19:41
1656,1006,5,mil,Eutamias minimus,2021-02-20 11:35:47
1254,1121,1,count,Madoqua kirkii,2021-07-23 15:47:57
1941,1365,2,mg,Cervus canadensis,2021-01-13 13:52:31
1665,1286,8,pill,Odocoileus hemionus,2020-12-14 06:57:17
1888,1356,19,gram,Tiliqua scincoides,2020-12-21 09:57:35
1495,1090,15,gram,Ovis ammon,2021-03-14 21:40:54
1653,1289,7,package,Cynictis penicillata,2021-10-24 07:17:58
1189,1082,13,count,Hippotragus equinus,2021-11-01 14:14:46
1133,1075,11,mil,Francolinus coqui,2021-06-06 22:17:45
1546,1238,10,gram,Bubalus arnee,2020-12-03 23:34:47
1920,1426,12,package,Cabassous sp.,2021-06-16 11:23:27
1256,1176,16,mg,Varanus salvator,2021-05-05 10:41:07
1336,1285,13,bottle,Pycnonotus nigricans,2021-01-12 18:12:47
1833,1047,6,mil,Chlamydosaurus kingii,2021-03-24 02:32:23
1961,1201,18,bottle,Scolopax minor,2021-10-04 04:58:17
1968,1407,16,mg,Oreamnos americanus,2021-03-14 07:16:44
1279,1172,7,bottle,Mirounga angustirostris,2021-09-05 03:31:33
1539,1304,6,count,Trichoglossus chlorolepidotus,2021-02-22 12:38:53
1534,1096,2,pill,Procyon lotor,2021-02-05 05:48:02
1100,1329,2,count,Hyaena hyaena,2021-02-05 00:22:14
1902,1405,12,gram,Castor canadensis,2021-10-18 20:00:34
1721,1055,4,mil,Sula dactylatra,2021-09-22 17:14:08
1604,1247,9,gram,Porphyrio porphyrio,2021-02-19 00:41:40
1803,1349,2,count,Phalaropus lobatus,2021-09-30 08:54:30
1914,1055,18,package,Colobus guerza,2021-01-10 16:23:35
1541,1051,15,gram,Equus burchelli,2020-11-24 01:46:04
1002,1104,17,mil,Cabassous sp.,2021-07-24 13:54:46
1010,1099,13,gram,Haematopus ater,2020-12-18 02:11:06
1411,1383,17,pill,Lasiorhinus latifrons,2020-12-28 02:22:26
1657,1161,9,count,Alectura lathami,2021-08-28 15:09:09
1388,1491,4,gram,Myotis lucifugus,2021-04-19 16:22:30
1190,1444,6,count,Ardea golieth,2021-06-07 20:39:32
1489,1285,18,count,Mycteria ibis,2020-12-11 00:09:03
1447,1049,14,pill,Coluber constrictor foxii,2021-07-05 11:43:33
1215,1327,19,bottle,Pseudalopex gymnocercus,2021-10-18 01:53:42
1371,1252,4,count,Aonyx capensis,2020-11-29 12:52:47
1615,1453,4,bottle,Callipepla gambelii,2021-03-29 22:21:03
1878,1472,11,pill,Genetta genetta,2021-10-24 07:18:33
1480,1493,16,mg,Hyaena hyaena,2021-03-26 06:09:43
1020,1471,3,count,Corvus albicollis,2021-01-13 05:26:10
1487,1197,4,package,Priodontes maximus,2021-09-30 09:01:47
1502,1342,3,mil,Taxidea taxus,2021-05-16 11:39:56
1583,1007,20,pill,Gorilla gorilla,2021-04-12 23:22:22
1004,1319,13,pill,Bubalus arnee,2021-02-03 19:59:03
1601,1075,9,mil,Lasiodora parahybana,2021-06-22 15:22:44
1015,1140,17,bottle,Felis concolor,2021-06-29 13:46:16
1702,1348,17,package,Francolinus leucoscepus,2020-12-08 05:48:12
1543,1382,2,gram,Pelecanus conspicillatus,2021-08-10 03:07:49
1424,1397,3,mg,Cacatua tenuirostris,2021-08-01 21:14:19
1766,1314,3,mg,Phacochoerus aethiopus,2021-08-07 13:42:37
1955,1304,15,count,Corvus brachyrhynchos,2021-02-28 08:55:15
1248,1321,12,mg,Coluber constrictor,2021-09-01 12:58:08
